OS,Device status,Name,Client security status,Patch status,Available patches count,Customer,Device Group,Logged in user,Owner,Last Activity,OS name,OS version,CCS version,CCC version,External IP,Internal IP,AD\LDAP,Domain\Workgroup,Model,Processor,Serial Number,System Model,System Manufacturer,Ownership Type,Registered,Local Time Zone,Service Pack,Reboot Time,Reboot Reason,CPU usage - %,CPU frequency,RAM usage - %,RAM usage - MB,Total RAM,Network Usage,Disk free - GB,Disk used - GB,Security Profiles
Windows,Offline,Ivy-Yeh-5310,安全,提供非關鍵修補程式,2,Default Customer,1_CNS_AN2,N/A,ethan,2022/02/11 06:24:55 PM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.4.0.8311,6.43.41148.21120,123.241.163.23,192.168.31.206,192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,2494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/20 08:42:44 PM,UTC +08:00,N/A,2022/02/11 06:09:35 PM,‎2022/‎2/‎11 上 下午 06:08:05 的系統上次發生意外的關機。.,22,2208,48.48,3818,7875,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:23.5|D:99.7,C:93|D:25.2,otsuka_no_fw
Windows,Offline,ChienLin,安全,無修補程式可用,0,Default Customer,1_NO1_S1,OTSUKATW\ChienLin,ethan,2022/02/13 10:20:42 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,114.39.190.174,"10.30.30.3,192.168.14.1,192.168.133.1,172.20.10.3",192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,3294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/18 10:47:29 PM,UTC +08:00,N/A,2022/02/10 07:56:37 PM,The process C:\WINDOWS\servicing\TrustedInstaller.exe (CHIENLIN) has initiated the 重新啟動 of computer CHIENLIN on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: 升級 (計劃之中).  Reason Code: 0x80020003.  Shutdown Type: 重新啟動.  Comment: .,37,2208,49.73,3916,7875,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet1 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet8 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:40,C:201.4,otsuka_no_fw
Windows,Offline,Vicky_Su,未安裝用戶端安全性,提供非關鍵修補程式,2,Default Customer,1_NO1_S1,OTSUKATW\Vicky_Su,ethan,2022/02/12 05:45:29 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,,6.43.41148.21120,111.185.242.172,"192.168.65.1,192.168.127.1,192.168.1.128",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,H394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/18 04:19:58 PM,UTC +08:00,N/A,2022/01/25 12:29:32 PM,The process C:\WINDOWS\system32\winlogon.exe (VICKY_SU) has initiated the 關機 of computer VICKY_SU on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,19,2208,46.27,3642,7871,"VMware Virtual Ethernet Adapter for VMnet1 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VMware Virtual Ethernet Adapter for VMnet8 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:148.5,C:92.8,otsuka_no_fw
Windows,Offline,Chin_Hsieh,安全,提供非關鍵修補程式,1,Default Customer,1_CNS_AC,OTSUKATW\Chin_Hsieh,ethan,2022/02/11 06:45:00 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,114.46.225.123,"10.30.30.10,192.168.1.109",192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,2394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/17 10:05:19 PM,UTC +08:00,N/A,2022/02/10 03:01:15 PM,The process C:\WINDOWS\system32\winlogon.exe (CHIN_HSIEH) has initiated the 重新啟動 of computer CHIN_HSIEH on behalf of user OTSUKATW\Chin_Hsieh for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 重新啟動.  Comment: .,37,2208,45.92,3616,7875,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:12.5,C:228.9,otsuka_no_fw
Windows,Online,1F-B-Room,安全,提供非關鍵修補程式,36,Default Customer,工廠-技術部,OTSUKATW\Ken_Yang,ethan,2022/02/14 11:30:21 AM,Microsoft Windows 7 專業版 (x64),6.1.7601,12.0.0.7959,6.43.41148.21120,118.163.114.187,192.168.111.129,192.168.111.2,otsukatw.corp,OptiPlex 760                 ,Intel(R) Core(TM)2 Duo CPU     E7300  @ 2.66GHz,DKP4Z1S,OptiPlex 760                 ,Dell Inc.,未指定,2020/09/17 04:10:38 PM,UTC +08:00,N/A,2022/02/11 04:34:30 PM,The process C:\Windows\system32\winlogon.exe (1F-B-ROOM) has initiated the 電源關閉 of computer 1F-B-ROOM on behalf of user OTSUKATW\Ken_Yang for the following reason: 找不到這個原因的標題. Reason Code: 0x500ff. Shutdown Type: 電源關閉. Comment: .,58,2660,51.44,1018,1979,"Intel(R) 82567LM-3 Gigabit Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:10.4|E:0,C:111.6|E:0,otsuka_no_fw
Windows,Offline,Jeff_Tsai,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\Jefftsai,ethan,2022/02/11 10:02:04 PM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.4.0.8311,6.43.41148.21120,114.27.47.14,192.168.0.104,192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,7594YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/16 11:22:14 AM,UTC +08:00,N/A,2022/01/31 12:19:16 AM,The process C:\WINDOWS\system32\svchost.exe (JEFF_TSAI) has initiated the 重新啟動 of computer JEFF_TSAI on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: Service Pack (計劃之中).  Reason Code: 0x80020010.  Shutdown Type: 重新啟動.  Comment: .,12,2208,48.48,3816,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:95.6|D:55.9,C:140|D:194.1,otsuka_no_fw
Windows,Offline,ChenMing_Fang,安全,無修補程式可用,0,Default Customer,1_NO1_S1,OTSUKATW\ChenMing_Fang,ethan,2022/02/11 06:05:40 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,111.81.14.109,"10.30.30.11,192.168.105.133",192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,3394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 11:36:40 PM,UTC +08:00,N/A,2022/01/17 09:10:56 PM,The process C:\WINDOWS\system32\winlogon.exe (CHENMING_FANG) has initiated the 關機 of computer CHENMING_FANG on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,19,2208,44.72,3520,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:42.1,C:199.3,otsuka_no_fw
Windows,Offline,ArethaChen-5310,安全,提供非關鍵修補程式,1,Default Customer,1_NO1_N2,OTSUKATW\ArethaChen,ethan,2022/02/13 11:53:19 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.6.0.8441,6.43.41148.21120,60.251.177.151,"10.30.30.2,172.20.10.3",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 09:10:01 PM,UTC +08:00,N/A,2022/02/08 03:45:56 PM,The process C:\Windows\System32\RuntimeBroker.exe (ARETHACHEN-5310) has initiated the 電源關閉 of computer ARETHACHEN-5310 on behalf of user OTSUKATW\ArethaChen for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,15,2208,51.17,4030,7875,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Apple Mobile Device Ethernet - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:30.6|D:101.2,C:81.2|D:28.3,otsuka_no_fw
Windows,Offline,BenjaminHsieh,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\BenjaminHsieh,ethan,2022/02/11 04:22:42 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,61.221.174.26,"10.30.30.20,172.20.10.2",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,D494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 07:17:34 PM,UTC +08:00,N/A,2022/01/19 03:31:18 AM,The process C:\Windows\System32\RuntimeBroker.exe (BENJAMINHSIEH) has initiated the 電源關閉 of computer BENJAMINHSIEH on behalf of user OTSUKATW\BenjaminHsieh for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,48,2208,45.1,3550,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:40.7|D:41.6,C:70.6|D:88.4,otsuka_no_fw
Windows,Online,Shelly,安全,無修補程式可用,0,Default Customer,1_財務部,OTSUKATW\shelly,ethan,2022/02/14 11:35:24 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.4.0.8311,6.43.41148.21120,39.10.100.101,"10.30.30.6,192.168.41.242",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,5494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 06:43:35 PM,UTC +08:00,N/A,2022/02/12 09:14:41 AM,‎2022/‎2/‎12 上 上午 12:33:25 的系統上次發生意外的關機。.,99,2208,53.12,4181,7871,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:80.4,C:161,otsuka_no_fw
Windows,Offline,Tim_chou,安全,無修補程式可用,0,Default Customer,1_NO1_N1,OTSUKATW\Tim_Chou,ethan,2022/02/11 11:58:47 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,111.251.190.17,"10.30.30.10,10.0.1.100",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,C394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 06:34:57 PM,UTC +08:00,N/A,2022/02/07 10:05:24 AM,The process C:\Windows\System32\RuntimeBroker.exe (TIM_CHOU) has initiated the 電源關閉 of computer TIM_CHOU on behalf of user OTSUKATW\Tim_Chou for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,17,2208,42.62,3356,7875,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:109.2,C:132.2,otsuka_no_fw
Windows,Offline,Kent_Hsu,安全,無修補程式可用,0,Default Customer,1_CNS_AC,OTSUKATW\kent_hsu,ethan,2022/02/14 12:12:36 AM,Microsoft Windows 11 專業版 (x64),10.0.22000,12.6.0.8441,6.43.41148.21120,36.234.121.128,192.168.31.8,192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,9294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 06:30:09 PM,UTC +08:00,N/A,2022/02/09 10:48:03 PM,The process C:\Windows\System32\RuntimeBroker.exe (KENT_HSU) has initiated the 電源關閉 of computer KENT_HSU on behalf of user OTSUKATW\kent_hsu for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,100,2208,54.43,4284,7871,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:114.9|D:1.1,C:126.5|D:14,otsuka_no_fw
Windows,Offline,RichardKuo,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\RichardKuo,ethan,2022/02/14 09:46:47 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,60.249.150.205,192.168.107.101,192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,7294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 05:04:47 PM,UTC +08:00,N/A,2022/02/11 09:36:41 AM,The process C:\WINDOWS\system32\winlogon.exe (RICHARDKUO) has initiated the 關機 of computer RICHARDKUO on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,27,2208,47.12,3709,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:122.6,C:118.8,otsuka_no_fw
Windows,Offline,Vincent_Chen,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\Vincent_Chen,ethan,2022/02/11 10:59:10 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,60.249.119.220,"10.30.30.10,192.168.62.125",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,D294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 04:29:53 PM,UTC +08:00,N/A,2022/02/10 11:43:07 AM,‎2022/‎2/‎9 上 下午 05:43:27 的系統上次發生意外的關機。.,42,2208,44.49,3502,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:30.7,C:210.7,otsuka_no_fw
Windows,Offline,Lillian,安全,提供非關鍵修補程式,3,Default Customer,1_CNS_AS,OTSUKATW\Lillian,ethan,2022/02/11 05:26:28 PM,Microsoft Windows 11 專業版 (x64),10.0.22000,12.4.0.8311,6.43.41148.21120,42.74.129.232,"10.30.30.7,172.20.10.2",192.168.111.2,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6394YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/09/15 04:03:25 PM,UTC +08:00,N/A,2022/02/11 12:01:17 PM,The previous system shutdown at 下午 12:00:01 on ‎2022/‎2/‎11 was unexpected.,21,2208,43.44,3419,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:141.2,C:100.2,otsuka_no_fw
Windows,Offline,Isabel,安全,無修補程式可用,0,Default Customer,1_CNS_AS,OTSUKATW\Isabel,ethan,2022/02/11 10:12:05 PM,Microsoft Windows 11 專業版 (x64),10.0.22000,12.4.0.8311,6.43.41148.21120,27.105.97.177,"10.30.30.10,192.168.0.112",192.168.1.10,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,9ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2020/09/15 03:19:37 PM,UTC +08:00,N/A,2022/02/11 11:41:19 AM,The process C:\WINDOWS\system32\winlogon.exe (ISABEL) has initiated the 關機 of computer ISABEL on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,38,1800,43.16,3444,7980,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:70.2|D:58.6|E:38,C:95.6|D:18|E:23.2,otsuka_no_fw
Windows,Offline,AntheaLi-7050,安全,提供非關鍵修補程式,2,Default Customer,Default Group - Default Customer,OTSUKATW\Anthea_Li,ethan,2022/02/10 07:03:45 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.6.0.8441,6.43.41148.21120,118.163.125.1,192.168.6.201,192.168.1.10,otsukatw.corp,OptiPlex 7050,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,32907P2,OptiPlex 7050,Dell Inc.,未指定,2020/09/15 03:09:49 PM,UTC +08:00,N/A,2022/02/08 06:07:44 PM,The process C:\Windows\System32\RuntimeBroker.exe (ANTHEALI-7050) has initiated the 電源關閉 of computer ANTHEALI-7050 on behalf of user OTSUKATW\Anthea_Li for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,0,3192,28.33,2282,8056,"Intel(R) Ethernet Connection (5) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:7.7|D:91.5|E:0,C:113.5|D:14.7|E:0,otsuka_no_fw
Windows,Online,Jane_Wang,安全,提供非關鍵修補程式,3,Default Customer,1_NO1_S1,OTSUKATW\Jane_Wang,ethan,2022/02/14 11:23:00 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.6.0.8441,6.43.41148.21120,42.75.8.104,192.168.107.108,192.168.1.11,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,7ZVJNT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2020/09/15 02:31:07 PM,UTC +08:00,N/A,2022/01/21 11:14:50 PM,‎2022/‎1/‎21 上 下午 08:28:43 的系統上次發生意外的關機。.,100,1800,55.55,4433,7980,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:87.1|D:54.5,C:83.9|D:17,otsuka_no_fw
